possibil;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;1.0;8.0;6.0;2.0;0.0;0.0;2.0;3.0;1.0;2.0;5.0;2.0;0.0;0.0;0.0;4.0;2.0;2.0;6.0;0.0;0.0;0.0;2.0;2.0;15.0;1.0;3.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;5.0;1.0;0.0;0.0;2.0;3.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;3.0;4.0;1.0;1.0;10.0;6.0;0.0;6.0;9.0;7.0;9.0;6.0;6.0;0.0;0.0;4.0;2.0;5.0;0.0;0.0;0.0;0.0
ultim;0.0;0.0;0.0;0.0;0.0;5.0;4.0;2.0;0.0;0.0;2.0;10.0;7.0;4.0;6.0;4.0;0.0;1.0;2.0;5.0;3.0;7.0;6.0;5.0;0.0;0.0;2.0;6.0;10.0;4.0;3.0;3.0;0.0;0.0;2.0;7.0;4.0;2.0;6.0;5.0;0.0;1.0;2.0;9.0;12.0;5.0;10.0;4.0;1.0;1.0;12.0;20.0;10.0;14.0;7.0;8.0;1.0;1.0;5.0;3.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;3.0;2.0;27.0;14.0;3.0;11.0;7.0;20.0;8.0;8.0;14.0;0.0;2.0;7.0;9.0;7.0;0.0;0.0;0.0;0.0
giampaologall;0.0;0.0;0.0;0.0;3.0;4.0;1.0;2.0;2.0;0.0;0.0;4.0;26.0;14.0;3.0;1.0;1.0;0.0;1.0;2.0;5.0;3.0;0.0;2.0;0.0;0.0;1.0;3.0;1.0;7.0;1.0;5.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;10.0;0.0;1.0;0.0;4.0;0.0;0.0;10.0;6.0;0.0;0.0;0.0;3.0;2.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;14.0;1.0;6.0;4.0;10.0;0.0;5.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
govern;0.0;0.0;0.0;0.0;2.0;18.0;22.0;9.0;1.0;0.0;6.0;20.0;28.0;27.0;17.0;13.0;1.0;2.0;29.0;25.0;27.0;26.0;41.0;9.0;1.0;2.0;19.0;16.0;25.0;19.0;32.0;19.0;4.0;3.0;7.0;11.0;9.0;18.0;19.0;28.0;0.0;2.0;12.0;27.0;23.0;14.0;23.0;30.0;2.0;0.0;12.0;27.0;26.0;21.0;26.0;37.0;0.0;4.0;10.0;6.0;8.0;9.0;7.0;4.0;1.0;1.0;3.0;7.0;7.0;12.0;4.0;151.0;54.0;18.0;74.0;57.0;84.0;50.0;56.0;29.0;5.0;2.0;29.0;11.0;27.0;0.0;0.0;0.0;0.0
altra;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;3.0;1.0;0.0;1.0;2.0;2.0;2.0;8.0;4.0;0.0;0.0;6.0;1.0;4.0;1.0;3.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;0.0;2.0;0.0;2.0;6.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
basta;0.0;0.0;0.0;0.0;4.0;11.0;13.0;10.0;0.0;0.0;2.0;9.0;9.0;13.0;38.0;6.0;1.0;1.0;10.0;10.0;13.0;10.0;33.0;11.0;1.0;1.0;5.0;5.0;6.0;11.0;7.0;20.0;1.0;3.0;13.0;15.0;20.0;23.0;30.0;19.0;1.0;2.0;11.0;22.0;20.0;11.0;22.0;28.0;1.0;0.0;8.0;24.0;34.0;29.0;36.0;35.0;1.0;1.0;6.0;14.0;15.0;6.0;8.0;6.0;0.0;0.0;5.0;5.0;15.0;3.0;2.0;67.0;13.0;4.0;24.0;16.0;32.0;23.0;14.0;27.0;1.0;1.0;7.0;15.0;9.0;0.0;0.0;0.0;0.0
altre;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;1.0;1.0;0.0;0.0;2.0;1.0;4.0;4.0;3.0;2.0;0.0;0.0;1.0;0.0;1.0;5.0;4.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;2.0;0.0;1.0;0.0;3.0;4.0;3.0;4.0;1.0;0.0;0.0;3.0;3.0;0.0;2.0;5.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;1.0;2.0;3.0;4.0;7.0;7.0;6.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0
disoccupat;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;7.0;1.0;0.0;0.0;3.0;1.0;2.0;1.0;2.0;5.0;0.0;1.0;1.0;3.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;1.0;7.0;3.0;2.0;0.0;0.0;0.0;12.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;4.0;4.0;0.0;2.0;3.0;3.0;5.0;2.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
pension;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;0.0;0.0;1.0;2.0;3.0;25.0;21.0;9.0;0.0;0.0;6.0;6.0;4.0;6.0;4.0;2.0;0.0;1.0;4.0;4.0;3.0;5.0;8.0;4.0;1.0;0.0;2.0;2.0;4.0;4.0;0.0;8.0;0.0;1.0;2.0;2.0;2.0;1.0;11.0;1.0;0.0;0.0;2.0;3.0;4.0;1.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;10.0;0.0;2.0;6.0;4.0;8.0;10.0;11.0;3.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0
gente;0.0;0.0;0.0;0.0;2.0;10.0;8.0;7.0;1.0;0.0;2.0;3.0;6.0;10.0;7.0;6.0;0.0;0.0;4.0;9.0;11.0;11.0;19.0;4.0;1.0;1.0;13.0;9.0;8.0;15.0;16.0;5.0;0.0;4.0;4.0;7.0;5.0;6.0;20.0;20.0;2.0;1.0;5.0;18.0;10.0;5.0;11.0;11.0;0.0;1.0;6.0;12.0;10.0;10.0;11.0;14.0;2.0;0.0;4.0;5.0;3.0;7.0;6.0;3.0;2.0;0.0;3.0;6.0;6.0;2.0;12.0;46.0;20.0;7.0;30.0;32.0;35.0;31.0;20.0;10.0;0.0;0.0;9.0;20.0;9.0;0.0;0.0;0.0;0.0
