grado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;2.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;3.0;1.0;2.0;4.0;2.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;3.0;6.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tfaeconcors;0.0;0.0;0.0;0.0;0.0;6.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;2.0;0.0;0.0;0.0;1.0;7.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ultim;0.0;0.0;0.0;0.0;0.0;5.0;6.0;0.0;1.0;0.0;1.0;4.0;5.0;5.0;3.0;2.0;0.0;1.0;4.0;12.0;8.0;12.0;3.0;4.0;0.0;0.0;2.0;4.0;5.0;7.0;4.0;1.0;0.0;0.0;0.0;6.0;7.0;7.0;2.0;6.0;0.0;0.0;6.0;5.0;9.0;6.0;12.0;4.0;1.0;1.0;3.0;4.0;18.0;11.0;11.0;7.0;0.0;0.0;2.0;3.0;2.0;3.0;4.0;2.0;0.0;0.0;2.0;3.0;3.0;7.0;2.0;8.0;2.0;2.0;5.0;4.0;8.0;4.0;5.0;1.0;0.0;0.0;2.0;4.0;3.0;0.0;0.0;0.0;0.0
seguit;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;2.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0
settiman;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;3.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;2.0;5.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
ndegirolam;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;0.0;3.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;2.0;10.0;4.0;1.0;2.0;0.0;0.0;1.0;1.0;2.0;3.0;0.0;7.0;5.0;0.0;1.0;4.0;2.0;20.0;5.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5.0;17.0;0.0;7.0;7.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0
campagn;0.0;0.0;0.0;0.0;0.0;4.0;4.0;3.0;0.0;0.0;3.0;3.0;0.0;2.0;2.0;2.0;0.0;0.0;3.0;1.0;3.0;0.0;6.0;4.0;0.0;0.0;4.0;3.0;5.0;6.0;5.0;0.0;1.0;0.0;0.0;7.0;3.0;4.0;4.0;2.0;0.0;0.0;1.0;7.0;17.0;7.0;9.0;2.0;1.0;0.0;7.0;13.0;9.0;14.0;12.0;13.0;1.0;0.0;1.0;4.0;2.0;3.0;0.0;3.0;0.0;0.0;1.0;6.0;4.0;2.0;0.0;15.0;11.0;1.0;8.0;6.0;7.0;7.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
difend;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
riformacostituzional;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;1.0;6.0;3.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;5.0;6.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;6.0;1.0;0.0;0.0;5.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;3.0;4.0;2.0;0.0;0.0;1.0;2.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;6.0;3.0;1.0;4.0;13.0;5.0;0.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
s?;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
truff;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
anzi;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0;1.0;3.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;4.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;2.0;0.0;0.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
allester;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;2.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;7.0;2.0;3.0;2.0;0.0;0.0;0.0;7.0;5.0;1.0;4.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;1.0;2.0;6.0;5.0;3.0;1.0;0.0;0.0;2.0;7.0;2.0;0.0;0.0;0.0;0.0
