volut;0.0;0.0;0.0;0.0;1.0;4.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;7.0;0.0;0.0;0.0;6.0;4.0;1.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;4.0;1.0;0.0;0.0;3.0;3.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;4.0;1.0;1.0;8.0;2.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;26.0;6.0;3.0;14.0;9.0;10.0;5.0;6.0;5.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0
fare;0.0;0.0;0.0;0.0;5.0;24.0;24.0;12.0;5.0;0.0;13.0;24.0;23.0;15.0;17.0;15.0;2.0;3.0;13.0;34.0;23.0;34.0;44.0;18.0;0.0;2.0;10.0;15.0;21.0;18.0;31.0;19.0;3.0;2.0;26.0;23.0;34.0;26.0;42.0;40.0;2.0;3.0;17.0;37.0;30.0;26.0;25.0;25.0;3.0;1.0;23.0;33.0;30.0;26.0;73.0;25.0;3.0;3.0;12.0;30.0;22.0;12.0;20.0;10.0;1.0;1.0;15.0;14.0;13.0;5.0;16.0;190.0;57.0;19.0;90.0;71.0;126.0;105.0;78.0;57.0;6.0;2.0;28.0;50.0;45.0;0.0;0.0;0.0;0.0
addio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;48.0;20.0;3.0;7.0;8.0;6.0;9.0;5.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
coerent;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;23.0;3.0;1.0;11.0;4.0;9.0;7.0;3.0;4.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0
perde;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;18.0;7.0;1.0;6.0;11.0;15.0;6.0;4.0;3.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0
ringraz;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;19.0;8.0;4.0;10.0;8.0;17.0;14.0;5.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
ripartir;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0;2.0;2.0;5.0;8.0;3.0;5.0;4.0;1.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0;8.0;0.0;9.0;13.0;15.0;17.0;9.0;3.0;1.0;0.0;2.0;9.0;5.0;0.0;0.0;0.0;0.0
rider;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;4.0;4.0;1.0;1.0;3.0;0.0;0.0;1.0;1.0;2.0;6.0;3.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;22.0;0.0;3.0;4.0;3.0;7.0;4.0;4.0;5.0;0.0;0.0;1.0;2.0;6.0;0.0;0.0;0.0;0.0
bersan;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0;8.0;2.0;10.0;10.0;13.0;13.0;19.0;8.0;3.0;1.0;6.0;13.0;9.0;0.0;0.0;0.0;0.0
via;0.0;0.0;0.0;0.0;0.0;9.0;7.0;7.0;0.0;1.0;2.0;6.0;7.0;5.0;7.0;3.0;0.0;0.0;2.0;10.0;12.0;8.0;14.0;7.0;3.0;0.0;4.0;12.0;6.0;9.0;6.0;5.0;2.0;3.0;7.0;6.0;8.0;10.0;9.0;6.0;0.0;0.0;6.0;17.0;11.0;11.0;9.0;4.0;0.0;0.0;3.0;13.0;11.0;10.0;13.0;13.0;0.0;0.0;5.0;7.0;1.0;6.0;7.0;3.0;0.0;0.0;0.0;3.0;6.0;6.0;7.0;101.0;13.0;9.0;31.0;17.0;37.0;27.0;20.0;19.0;3.0;1.0;6.0;15.0;16.0;0.0;0.0;0.0;0.0
